(243.9223,-31.1581,130.0000,-7.2794,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,130.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,104.0000,-49.8441,0.0000,0.0000,1,1.0000),
(182.7741,-216.6221,130.0000,-49.8441,0.0000,0.0000,1,1.0000),
(243.9223,-31.1581,130.0000,-7.2794,0.0000,0.0000,1,1.0000),
(-4.0000,198.2113,106.5617,90.7147,0.0000,0.0000,1,1.0000),
(-4.0000,216.2137,66.0000,90.5294,0.0000,0.0000,1,1.0000),
(-4.0000,265.8454,66.0000,90.5294,0.0000,0.0000,1,1.0000),
(-4.0000,265.8454,66.0000,90.5294,0.0000,0.0000,0,1.0000),
(-4.0000,265.8454,66.0000,90.5294,0.0000,0.0000,0,1.0000),
(-4.0000,265.8454,66.0000,90.5294,0.0000,0.0000,0,1.0000),
(-4.0000,265.8454,75.0000,90.5294,0.0000,0.0000,0,1.0000),
(-4.0000,216.2137,75.0000,90.5294,0.0000,0.0000,0,1.0000),
(-4.0000,198.2113,106.5617,90.7147,0.0000,0.0000,0,1.0000)
